sku_id,category,name,mrp,DiscountPercent,AvailableQuantity,DiscountedSellingPrice,WeightInGms,OutofStock,quantity
900,Fruits,Apple,448.13,26.25,137,330.5,500,False,6
901,Snacks,Bingo,65.88,47.05,109,34.88,1000,False,7
902,Vegetables,Potato,434.37,21.43,120,341.28,500,False,5
903,Beverages,Juice,259.7,30.84,122,179.61,100,False,3
904,Snacks,Bingo,366.91,14.82,70,312.53,750,False,9
905,Fruits,Grapes,433.34,15.95,30,364.22,750,False,2
906,Dairy,Cheese,442.25,16.43,55,369.59,1000,False,1
907,Snacks,Lays,52.92,47.73,34,27.66,250,False,6
908,Fruits,Banana,45.57,14.13,25,39.13,750,False,7
909,Vegetables,Carrot,420.43,26.25,12,310.07,1000,False,6
910,Beverages,Pepsi,74.77,6.51,47,69.9,1000,False,7
911,Beverages,Tea,399.26,48.87,129,204.14,1000,False,2
912,Vegetables,Carrot,451.4,33.16,196,301.72,750,False,8
913,Snacks,Parle-G,484.25,11.29,112,429.58,100,False,5
914,Vegetables,Cabbage,187.06,23.73,190,142.67,750,False,7
915,Fruits,Banana,294.61,1.92,169,288.95,250,False,7
916,Snacks,Oreo,474.21,49.8,12,238.05,500,False,7
917,Vegetables,Cabbage,307.91,40.73,102,182.5,100,False,1
918,Snacks,Parle-G,367.87,36.1,79,235.07,500,False,4
919,Fruits,Grapes,478.58,26.96,149,349.55,250,False,9
920,Vegetables,Carrot,296.17,29.87,162,207.7,750,False,6
921,Snacks,Oreo,200.29,41.43,151,117.31,750,False,2
922,Fruits,Mango,280.16,29.28,31,198.13,750,False,7
923,Vegetables,Cabbage,77.49,2.73,100,75.37,100,False,9
924,Beverages,Coke,396.87,31.83,113,270.55,1000,False,5
925,Fruits,Mango,180.38,0.72,187,179.08,750,False,8
926,Snacks,Oreo,435.03,2.5,115,424.15,250,False,6
927,Fruits,Banana,458.78,48.38,50,236.82,100,False,4
928,Vegetables,Tomato,395.91,43.3,169,224.48,250,False,2
929,Snacks,Oreo,363.14,19.59,69,292.0,100,False,5
930,Vegetables,Tomato,295.03,7.4,178,273.2,250,False,7
931,Snacks,Oreo,443.93,4.54,145,423.78,250,False,2
932,Snacks,Lays,244.28,43.68,38,137.58,500,False,9
933,Snacks,Oreo,467.28,28.72,100,333.08,500,False,5
934,Dairy,Butter,471.43,19.03,165,381.72,100,False,1
935,Beverages,Juice,36.84,35.07,29,23.92,1000,False,7
936,Dairy,Curd,294.27,49.49,0,148.64,750,True,9
937,Dairy,Curd,245.83,23.95,25,186.95,100,False,5
938,Fruits,Apple,436.22,9.48,80,394.87,750,False,3
939,Beverages,Coke,349.09,17.11,44,289.36,100,False,6
940,Beverages,Tea,470.03,13.34,127,407.33,250,False,6
941,Snacks,Oreo,252.09,25.19,162,188.59,500,False,9
942,Fruits,Orange,97.28,3.06,26,94.3,500,False,4
943,Snacks,KurKure,130.24,22.49,190,100.95,1000,False,3
944,Vegetables,Cabbage,72.95,9.55,52,65.98,100,False,9
945,Fruits,Orange,258.53,44.76,145,142.81,500,False,4
946,Vegetables,Cabbage,150.21,6.26,31,140.81,1000,False,8
947,Dairy,Paneer,22.3,38.65,69,13.68,100,False,4
948,Fruits,Grapes,91.53,42.29,108,52.82,750,False,2
949,Fruits,Grapes,65.27,49.01,26,33.28,1000,False,8
950,Fruits,Banana,31.88,3.01,138,30.92,1000,False,3
951,Snacks,Oreo,450.38,41.17,17,264.96,500,False,5
952,Beverages,Pepsi,415.62,0.11,161,415.16,500,False,3
953,Vegetables,Tomato,249.73,48.54,44,128.51,250,False,2
954,Dairy,Cheese,76.72,13.34,134,66.49,100,False,5
955,Snacks,Lays,202.94,25.63,132,150.93,1000,False,1
956,Vegetables,Tomato,445.72,5.04,176,423.26,500,False,6
957,Beverages,Coffee,250.16,34.83,25,163.03,1000,False,4
958,Beverages,Coffee,211.78,12.18,134,185.99,500,False,7
959,Fruits,Banana,264.81,45.06,122,145.49,500,False,4
960,Beverages,Coffee,334.32,41.39,1,195.94,1000,False,1
961,Dairy,Milk,379.14,41.56,71,221.57,750,False,5
962,Vegetables,Tomato,227.52,4.74,85,216.74,750,False,1
963,Beverages,Coffee,436.05,29.76,54,306.28,1000,False,4
964,Snacks,Bingo,459.85,26.6,117,337.53,1000,False,2
965,Snacks,Bingo,348.68,36.63,155,220.96,1000,False,7
966,Snacks,Lays,91.48,5.37,164,86.57,500,False,3
967,Beverages,Juice,125.56,10.77,4,112.04,500,False,1
968,Fruits,Banana,15.73,15.69,121,13.26,500,False,1
969,Vegetables,Onion,220.76,47.52,86,115.85,250,False,6
970,Snacks,Oreo,202.89,47.14,0,107.25,250,True,9
971,Dairy,Butter,406.12,0.3,62,404.9,500,False,6
972,Beverages,Coke,231.46,44.59,65,128.25,750,False,2
973,Beverages,Tea,240.57,14.92,69,204.68,500,False,8
974,Fruits,Mango,157.06,49.81,39,78.83,500,False,8
975,Snacks,Parle-G,118.6,47.28,5,62.53,250,False,7
976,Beverages,Pepsi,200.65,19.73,187,161.06,250,False,5
977,Beverages,Pepsi,159.95,23.67,130,122.09,500,False,3
978,Dairy,Paneer,295.51,0.38,46,294.39,750,False,4
979,Snacks,Parle-G,462.38,41.45,94,270.72,100,False,5
980,Vegetables,Potato,313.19,4.95,9,297.69,750,False,4
981,Vegetables,Cabbage,223.93,28.59,111,159.91,500,False,8
982,Snacks,Oreo,51.89,35.79,109,33.32,500,False,7
983,Dairy,Curd,70.35,14.64,103,60.05,100,False,2
984,Beverages,Pepsi,422.88,5.35,160,400.26,250,False,2
985,Beverages,Coke,312.35,10.76,148,278.74,100,False,7
986,Dairy,Curd,240.67,21.38,64,189.21,250,False,1
987,Dairy,Butter,89.73,35.0,199,58.32,250,False,1
988,Vegetables,Tomato,371.66,20.93,100,293.87,1000,False,7
989,Dairy,Butter,360.33,23.44,164,275.87,100,False,4
990,Snacks,Bingo,385.69,7.72,20,355.91,750,False,4
991,Fruits,Grapes,183.21,40.75,185,108.55,500,False,7
992,Fruits,Mango,98.33,43.43,109,55.63,500,False,4
993,Dairy,Butter,213.79,21.57,25,167.68,1000,False,2
994,Fruits,Apple,199.68,28.99,109,141.79,750,False,2
995,Snacks,Lays,94.26,48.89,36,48.18,1000,False,4
996,Snacks,Oreo,259.22,32.71,108,174.43,250,False,7
997,Dairy,Curd,202.56,25.32,23,151.27,250,False,5
998,Dairy,Butter,159.55,45.76,83,86.54,500,False,5
999,Vegetables,Cabbage,376.83,28.03,2,271.2,750,False,4
1000,Beverages,Pepsi,289.51,10.45,128,259.26,250,False,2
1001,Snacks,Oreo,380.01,36.51,132,241.27,1000,False,2
1002,Vegetables,Cabbage,481.98,5.66,176,454.7,100,False,1
1003,Vegetables,Tomato,79.27,44.12,154,44.3,1000,False,4
1004,Fruits,Banana,239.07,49.39,85,120.99,100,False,2
1005,Fruits,Grapes,285.15,43.44,177,161.28,100,False,1
1006,Fruits,Mango,102.67,33.59,158,68.18,1000,False,7
1007,Beverages,Coffee,124.74,4.07,101,119.66,500,False,6
1008,Fruits,Orange,416.95,21.59,119,326.93,1000,False,2
1009,Vegetables,Cabbage,311.25,37.33,134,195.06,500,False,3
1010,Dairy,Paneer,456.33,32.41,159,308.43,750,False,8
1011,Vegetables,Carrot,110.65,0.68,102,109.9,250,False,4
1012,Fruits,Grapes,84.14,2.15,80,82.33,100,False,5
1013,Beverages,Coke,278.01,24.16,161,210.84,250,False,3
1014,Snacks,Oreo,112.61,28.05,42,81.02,500,False,5
1015,Beverages,Coffee,403.7,20.24,52,321.99,500,False,7
1016,Fruits,Banana,406.86,13.81,9,350.67,100,False,4
1017,Snacks,Lays,189.49,3.23,135,183.37,750,False,2
1018,Snacks,Lays,52.42,27.58,141,37.96,250,False,4
1019,Fruits,Mango,374.29,8.49,113,342.51,500,False,7
1020,Fruits,Orange,411.56,22.4,191,319.37,500,False,3
1021,Beverages,Juice,464.15,2.69,174,451.66,750,False,3
1022,Snacks,Oreo,452.08,41.67,198,263.7,500,False,4
1023,Beverages,Tea,222.43,11.45,5,196.96,100,False,1
1024,Dairy,Butter,492.67,25.12,15,368.91,500,False,6
1025,Vegetables,Potato,182.32,35.83,136,116.99,500,False,8
1026,Dairy,Milk,462.63,25.03,0,346.83,100,True,4
1027,Snacks,Lays,252.61,38.29,128,155.89,250,False,4
1028,Fruits,Apple,83.01,47.79,17,43.34,1000,False,1
1029,Beverages,Coke,360.81,17.63,29,297.2,250,False,8
1030,Beverages,Juice,373.76,38.98,162,228.07,100,False,8
1031,Beverages,Juice,31.36,38.79,162,19.2,100,False,8
1032,Vegetables,Carrot,64.05,29.79,8,44.97,500,False,3
1033,Dairy,Butter,411.92,44.76,197,227.54,100,False,3
1034,Dairy,Curd,18.03,14.39,106,15.44,500,False,5
1035,Beverages,Tea,101.69,32.33,20,68.81,1000,False,8
1036,Snacks,Oreo,23.58,16.52,167,19.68,100,False,4
1037,Vegetables,Onion,334.83,6.23,46,313.97,500,False,9
1038,Dairy,Curd,117.04,6.76,56,109.13,500,False,1
1039,Beverages,Juice,130.28,24.25,196,98.69,1000,False,7
1040,Snacks,Bingo,402.38,15.1,41,341.62,1000,False,2
1041,Dairy,Curd,240.69,6.72,52,224.52,100,False,8
1042,Vegetables,Cabbage,75.98,41.49,110,44.46,500,False,3
1043,Beverages,Pepsi,206.27,44.44,51,114.6,750,False,6
1044,Snacks,Bingo,181.76,30.03,26,127.18,250,False,9
1045,Beverages,Tea,247.6,20.48,166,196.89,1000,False,3
1046,Beverages,Tea,235.33,24.19,79,178.4,1000,False,1
1047,Snacks,Lays,345.2,25.32,152,257.8,250,False,2
1048,Vegetables,Tomato,460.96,36.81,199,291.28,1000,False,2
1049,Dairy,Curd,444.33,40.27,115,265.4,100,False,5
1050,Fruits,Orange,48.02,27.58,172,34.78,750,False,4
1051,Snacks,Lays,330.84,24.8,44,248.79,500,False,4
1052,Dairy,Paneer,28.94,30.85,141,20.01,100,False,6
1053,Dairy,Milk,37.97,18.9,12,30.79,250,False,8
1054,Snacks,Bingo,357.76,6.12,35,335.87,1000,False,7
1055,Snacks,Bingo,339.1,36.93,104,213.87,100,False,9
1056,Snacks,Lays,426.25,25.5,85,317.56,1000,False,9
1057,Fruits,Orange,80.76,21.19,193,63.65,750,False,4
1058,Snacks,Lays,109.71,26.84,8,80.26,500,False,3
1059,Snacks,Lays,313.89,24.34,156,237.49,1000,False,5
1060,Dairy,Paneer,485.97,18.03,9,398.35,250,False,7
1061,Fruits,Grapes,316.6,1.17,174,312.9,100,False,2
1062,Beverages,Coffee,286.36,18.41,150,233.64,1000,False,8
1063,Dairy,Milk,461.04,42.89,12,263.3,500,False,4
1064,Snacks,Parle-G,345.45,42.16,6,199.81,1000,False,9
1065,Fruits,Orange,410.73,26.07,78,303.65,1000,False,7
1066,Beverages,Juice,87.72,15.12,54,74.46,1000,False,4
1067,Fruits,Orange,384.43,35.55,90,247.77,250,False,2
1068,Fruits,Mango,56.68,11.98,195,49.89,750,False,9
1069,Vegetables,Onion,41.26,41.37,13,24.19,250,False,9
1070,Beverages,Coffee,109.39,29.9,59,76.68,750,False,3
1071,Snacks,Bingo,393.68,49.05,139,200.58,250,False,4
1072,Beverages,Pepsi,277.48,1.11,51,274.4,250,False,8
1073,Beverages,Juice,44.65,8.44,162,40.88,100,False,8
1074,Dairy,Milk,181.07,46.42,24,97.02,100,False,8
1075,Beverages,Juice,30.05,22.52,192,23.28,750,False,7
1076,Snacks,Lays,152.59,24.49,88,115.22,100,False,8
1077,Fruits,Banana,401.48,49.25,180,203.75,1000,False,4
1078,Beverages,Juice,461.06,5.14,121,437.36,100,False,2
1079,Fruits,Mango,338.57,49.1,39,172.33,250,False,1
1080,Snacks,Parle-G,158.32,8.77,177,144.44,100,False,5
1081,Beverages,Juice,40.82,25.23,71,30.52,100,False,5
1082,Beverages,Coffee,398.69,39.72,175,240.33,750,False,2
1083,Vegetables,Cabbage,413.56,41.09,186,243.63,1000,False,2
1084,Beverages,Pepsi,86.14,48.07,127,44.73,500,False,2
1085,Beverages,Tea,369.21,44.81,151,203.77,1000,False,3
1086,Dairy,Paneer,279.32,36.27,132,178.01,500,False,4
1087,Dairy,Paneer,466.74,10.88,133,415.96,250,False,6
1088,Fruits,Orange,147.02,11.24,69,130.49,1000,False,5
1089,Vegetables,Carrot,156.07,48.97,15,79.64,500,False,1
1090,Beverages,Juice,438.9,26.94,187,320.66,1000,False,7
1091,Dairy,Milk,304.61,14.09,4,261.69,1000,False,2
1092,Beverages,Juice,302.91,33.71,5,200.8,250,False,5
1093,Beverages,Pepsi,75.71,23.02,19,58.28,100,False,5
1094,Fruits,Grapes,393.21,18.59,172,320.11,500,False,1
1095,Beverages,Tea,187.61,17.22,74,155.3,750,False,3
1096,Fruits,Apple,332.66,19.3,28,268.46,250,False,9
1097,Vegetables,Cabbage,151.4,6.63,96,141.36,100,False,4
1098,Beverages,Coffee,214.13,25.25,22,160.06,1000,False,7
1099,Vegetables,Onion,281.57,26.22,130,207.74,500,False,8
1100,Dairy,Milk,380.18,16.24,98,318.44,250,False,4
1101,Dairy,Curd,198.15,33.06,72,132.64,250,False,9
1102,Dairy,Butter,218.79,42.04,28,126.81,750,False,4
1103,Snacks,Parle-G,131.07,42.63,129,75.19,1000,False,2
1104,Vegetables,Potato,326.85,32.41,23,220.92,100,False,9
1105,Beverages,Juice,471.47,27.07,4,343.84,1000,False,3
1106,Beverages,Pepsi,59.57,48.44,99,30.71,250,False,5
1107,Dairy,Milk,43.94,38.51,22,27.02,1000,False,1
1108,Beverages,Juice,241.89,45.27,173,132.39,750,False,9
1109,Snacks,KurKure,301.33,18.09,145,246.82,750,False,5
1110,Beverages,Coffee,228.31,32.43,11,154.27,1000,False,1
1111,Vegetables,Tomato,413.16,13.13,116,358.91,1000,False,4
1112,Beverages,Tea,296.67,36.2,4,189.28,500,False,9
1113,Dairy,Cheese,113.41,17.04,191,94.08,250,False,1
1114,Vegetables,Tomato,215.07,32.19,116,145.84,750,False,2
1115,Beverages,Coffee,493.25,0.98,43,488.42,250,False,4
1116,Snacks,Parle-G,426.97,17.16,126,353.7,500,False,9
1117,Fruits,Mango,265.25,24.41,41,200.5,750,False,6
1118,Snacks,Oreo,496.67,4.81,26,472.78,100,False,7
1119,Snacks,Parle-G,73.57,9.82,190,66.35,100,False,2
1120,Dairy,Paneer,14.71,28.61,116,10.5,250,False,9
1121,Fruits,Grapes,312.24,3.24,79,302.12,100,False,1
1122,Dairy,Curd,480.0,6.29,167,449.81,100,False,8
1123,Dairy,Butter,278.08,33.26,92,185.59,100,False,8
1124,Fruits,Banana,32.2,12.62,167,28.14,750,False,8
1125,Fruits,Apple,56.0,2.07,157,54.84,100,False,1
1126,Beverages,Tea,122.01,13.06,90,106.08,500,False,1
1127,Fruits,Orange,123.29,6.3,98,115.52,750,False,1
1128,Beverages,Coffee,223.88,25.05,88,167.8,250,False,9
1129,Fruits,Orange,261.79,34.0,177,172.78,750,False,4
1130,Snacks,Bingo,96.0,20.92,118,75.92,750,False,5
1131,Snacks,Oreo,246.34,13.95,149,211.98,750,False,8
1132,Dairy,Curd,384.17,40.42,192,228.89,100,False,4
1133,Vegetables,Cabbage,74.27,45.0,27,40.85,100,False,7
1134,Beverages,Coke,205.85,44.21,57,114.84,1000,False,4
1135,Fruits,Orange,211.1,12.05,179,185.66,250,False,7
1136,Vegetables,Cabbage,444.03,40.53,20,264.06,500,False,7
1137,Beverages,Tea,168.89,20.1,198,134.94,1000,False,8
1138,Vegetables,Cabbage,428.1,45.85,1,231.82,750,False,4
1139,Vegetables,Tomato,495.24,43.46,59,280.01,750,False,6
1140,Snacks,Parle-G,278.12,21.36,196,218.71,100,False,4
1141,Fruits,Grapes,344.5,26.81,150,252.14,1000,False,2
1142,Dairy,Cheese,286.38,45.04,167,157.39,1000,False,8
1143,Vegetables,Onion,319.96,46.24,179,172.01,100,False,1
1144,Fruits,Banana,359.55,46.06,145,193.94,100,False,4
1145,Fruits,Mango,448.1,0.92,78,443.98,250,False,2
1146,Beverages,Coke,301.46,32.96,199,202.1,500,False,3
1147,Vegetables,Potato,134.84,13.37,113,116.81,1000,False,3
1148,Beverages,Juice,284.95,4.64,180,271.73,100,False,4
1149,Fruits,Grapes,296.05,28.14,168,212.74,750,False,5
1150,Dairy,Curd,21.59,23.21,69,16.58,1000,False,9
1151,Beverages,Tea,253.99,46.26,193,136.49,250,False,7
1152,Snacks,KurKure,200.07,49.31,88,101.42,1000,False,1
1153,Snacks,Parle-G,230.13,15.32,69,194.87,250,False,5
1154,Fruits,Apple,470.86,6.9,114,438.37,100,False,2
1155,Vegetables,Onion,286.66,12.5,109,250.83,750,False,6
1156,Vegetables,Onion,467.48,20.88,181,369.87,250,False,9
1157,Beverages,Tea,127.72,35.57,5,82.29,1000,False,8
1158,Beverages,Coke,171.35,9.68,45,154.76,500,False,1
1159,Dairy,Curd,201.84,22.33,149,156.77,250,False,3
1160,Snacks,Oreo,122.63,39.34,113,74.39,1000,False,7
1161,Dairy,Milk,490.85,24.84,1,368.92,750,False,7
1162,Fruits,Banana,17.74,1.66,25,17.45,500,False,1
1163,Dairy,Curd,96.29,7.19,35,89.37,250,False,8
1164,Snacks,Parle-G,322.6,48.21,112,167.07,750,False,3
1165,Vegetables,Tomato,404.05,22.06,150,314.92,1000,False,8
1166,Dairy,Milk,450.22,7.65,108,415.78,1000,False,9
1167,Fruits,Grapes,295.19,41.48,186,172.75,1000,False,7
1168,Dairy,Paneer,50.52,47.94,114,26.3,100,False,4
1169,Dairy,Paneer,335.25,25.81,100,248.72,1000,False,1
1170,Vegetables,Tomato,347.37,5.72,22,327.5,750,False,9
1171,Beverages,Pepsi,380.08,9.64,123,343.44,500,False,6
1172,Dairy,Butter,39.42,30.56,63,27.37,500,False,4
1173,Fruits,Grapes,239.64,0.2,176,239.16,1000,False,3
1174,Snacks,Oreo,122.27,9.49,173,110.67,100,False,4
1175,Beverages,Juice,388.55,13.23,21,337.14,500,False,7
1176,Beverages,Juice,139.32,14.41,98,119.24,250,False,7
1177,Dairy,Butter,112.2,18.0,126,92.0,500,False,6
1178,Beverages,Juice,268.36,31.18,183,184.69,1000,False,2
1179,Dairy,Milk,70.25,19.34,30,56.66,1000,False,3
1180,Snacks,Lays,353.6,6.84,14,329.41,100,False,8
1181,Snacks,Lays,270.5,16.17,135,226.76,750,False,9
1182,Vegetables,Onion,379.62,45.44,109,207.12,1000,False,8
1183,Snacks,KurKure,441.31,1.38,70,435.22,750,False,1
1184,Vegetables,Tomato,344.74,46.17,187,185.57,100,False,9
1185,Dairy,Curd,290.3,26.81,136,212.47,1000,False,4
1186,Vegetables,Carrot,448.54,49.48,61,226.6,250,False,4
1187,Fruits,Banana,477.96,9.75,139,431.36,750,False,7
1188,Snacks,Bingo,261.73,45.68,43,142.17,250,False,5
1189,Fruits,Orange,187.83,44.22,194,104.77,750,False,1
1190,Fruits,Apple,354.42,0.16,120,353.85,750,False,7
1191,Vegetables,Tomato,237.3,23.12,161,182.44,250,False,9
1192,Dairy,Paneer,348.1,28.01,97,250.6,250,False,8
1193,Snacks,Oreo,75.84,9.42,164,68.7,750,False,7
1194,Beverages,Tea,384.52,41.59,136,224.6,100,False,1
1195,Dairy,Butter,97.43,44.28,153,54.29,250,False,2
1196,Dairy,Curd,229.07,4.68,190,218.35,1000,False,6
1197,Snacks,Parle-G,36.87,19.43,181,29.71,1000,False,6
1198,Dairy,Paneer,437.29,13.23,134,379.44,250,False,6
1199,Snacks,KurKure,40.71,4.74,34,38.78,250,False,8
1200,Vegetables,Cabbage,97.11,6.48,162,90.82,250,False,3
1201,Vegetables,Cabbage,477.57,8.43,42,437.31,250,False,8
1202,Dairy,Milk,272.71,18.86,36,221.28,250,False,3
1203,Snacks,KurKure,83.57,38.88,199,51.08,750,False,3
1204,Snacks,KurKure,244.27,46.12,75,131.61,500,False,3
1205,Fruits,Mango,336.17,7.36,80,311.43,250,False,7
1206,Vegetables,Potato,490.88,2.03,34,480.92,250,False,2
1207,Snacks,Parle-G,271.55,18.72,157,220.72,100,False,2
1208,Dairy,Butter,164.31,31.69,147,112.24,100,False,9
1209,Dairy,Paneer,345.17,7.78,56,318.32,250,False,9
1210,Beverages,Coffee,58.58,20.85,18,46.37,250,False,7
1211,Vegetables,Onion,299.15,15.06,20,254.1,500,False,4
1212,Dairy,Curd,197.22,9.7,97,178.09,750,False,6
1213,Snacks,Parle-G,420.36,28.69,16,299.76,100,False,2
1214,Fruits,Apple,459.55,24.16,74,348.52,250,False,4
1215,Dairy,Curd,224.19,19.04,104,181.5,100,False,7
1216,Fruits,Grapes,488.97,10.03,56,439.93,250,False,5
1217,Dairy,Cheese,439.52,48.88,107,224.68,1000,False,3
1218,Dairy,Paneer,43.78,4.8,119,41.68,1000,False,5
1219,Dairy,Paneer,209.92,8.28,57,192.54,500,False,9
1220,Fruits,Banana,179.84,31.57,105,123.06,500,False,6
1221,Vegetables,Cabbage,275.12,24.37,53,208.07,500,False,5
1222,Dairy,Curd,374.41,14.55,114,319.93,1000,False,5
1223,Vegetables,Cabbage,232.5,8.26,85,213.3,100,False,6
1224,Snacks,KurKure,317.31,42.3,97,183.09,500,False,6
1225,Fruits,Banana,178.65,49.39,3,90.41,250,False,4
1226,Fruits,Banana,18.56,21.98,18,14.48,750,False,3
1227,Fruits,Grapes,190.25,49.22,32,96.61,500,False,8
1228,Snacks,Lays,172.13,8.66,34,157.22,750,False,3
1229,Beverages,Pepsi,223.18,5.94,81,209.92,1000,False,5
1230,Fruits,Orange,188.27,37.5,69,117.67,250,False,2
1231,Dairy,Paneer,287.47,39.58,182,173.69,100,False,4
1232,Dairy,Curd,457.37,34.79,15,298.25,500,False,2
1233,Fruits,Grapes,22.3,9.61,198,20.16,250,False,5
1234,Vegetables,Carrot,416.29,5.3,132,394.23,100,False,3
1235,Fruits,Grapes,378.33,26.47,148,278.19,100,False,7
1236,Snacks,Parle-G,434.52,10.69,82,388.07,250,False,3
1237,Vegetables,Carrot,273.75,2.22,18,267.67,1000,False,8
1238,Beverages,Juice,14.46,45.76,2,7.84,500,False,3
1239,Dairy,Butter,116.75,31.19,131,80.34,250,False,7
1240,Vegetables,Tomato,219.62,13.21,40,190.61,500,False,4
1241,Dairy,Milk,26.91,26.92,97,19.67,100,False,9
1242,Snacks,Bingo,136.42,0.09,86,136.3,500,False,3
1243,Vegetables,Potato,343.54,15.56,67,290.09,1000,False,4
1244,Dairy,Curd,106.4,23.02,99,81.91,250,False,7
1245,Beverages,Tea,143.83,38.36,175,88.66,1000,False,2
1246,Vegetables,Tomato,154.52,46.23,125,83.09,250,False,5
1247,Beverages,Pepsi,359.63,40.39,6,214.38,750,False,1
1248,Vegetables,Onion,488.64,4.3,104,467.63,1000,False,6
1249,Beverages,Juice,426.88,25.27,30,319.01,250,False,6
1250,Dairy,Curd,344.11,40.55,32,204.57,1000,False,9
1251,Fruits,Apple,191.83,2.82,65,186.42,100,False,7
1252,Beverages,Coffee,63.18,12.06,68,55.56,750,False,2
1253,Beverages,Coffee,46.3,36.43,96,29.43,250,False,2
1254,Fruits,Apple,451.82,30.25,75,315.14,1000,False,5
1255,Vegetables,Potato,34.53,5.1,109,32.77,750,False,4
1256,Dairy,Butter,446.03,1.72,66,438.36,100,False,2
1257,Fruits,Banana,282.28,7.83,74,260.18,1000,False,7
1258,Snacks,Oreo,205.97,30.43,53,143.29,500,False,9
1259,Snacks,Oreo,35.47,37.55,192,22.15,250,False,4
1260,Vegetables,Potato,56.05,7.98,153,51.58,500,False,4
1261,Vegetables,Tomato,252.02,44.8,31,139.12,750,False,2
1262,Snacks,Bingo,485.92,42.59,128,278.97,1000,False,9
1263,Snacks,Lays,410.18,24.56,165,309.44,100,False,2
1264,Fruits,Banana,286.28,17.51,78,236.15,1000,False,6
1265,Dairy,Paneer,336.29,5.19,87,318.84,100,False,8
1266,Vegetables,Potato,77.01,48.29,184,39.82,100,False,2
1267,Snacks,Oreo,179.79,1.32,41,177.42,750,False,1
1268,Snacks,Bingo,67.65,29.22,128,47.88,250,False,4
1269,Fruits,Apple,63.57,33.64,54,42.19,750,False,3
1270,Fruits,Mango,391.44,33.55,129,260.11,750,False,5
1271,Vegetables,Carrot,385.32,2.26,85,376.61,500,False,9
1272,Snacks,Lays,79.84,27.68,23,57.74,250,False,1
1273,Snacks,Parle-G,175.81,28.52,118,125.67,250,False,3
1274,Beverages,Coffee,302.91,48.28,186,156.67,1000,False,8
1275,Vegetables,Onion,106.42,5.15,117,100.94,750,False,2
1276,Fruits,Banana,440.1,14.72,186,375.32,750,False,2
1277,Dairy,Cheese,24.64,14.93,105,20.96,1000,False,6
1278,Vegetables,Cabbage,93.32,48.33,191,48.22,1000,False,3
1279,Fruits,Mango,137.35,16.08,150,115.26,500,False,5
1280,Snacks,Lays,126.36,11.97,154,111.23,100,False,1
1281,Dairy,Paneer,68.96,38.57,136,42.36,750,False,2
1282,Dairy,Cheese,27.14,23.17,85,20.85,500,False,9
1283,Fruits,Mango,307.44,43.64,121,173.27,100,False,9
1284,Snacks,Bingo,59.52,23.4,37,45.59,750,False,7
1285,Fruits,Orange,380.74,16.1,122,319.44,250,False,6
1286,Beverages,Pepsi,298.59,39.97,73,179.24,500,False,3
1287,Beverages,Tea,359.2,19.66,181,288.58,1000,False,4
1288,Fruits,Banana,441.64,34.68,96,288.48,100,False,2
1289,Vegetables,Cabbage,121.18,27.58,145,87.76,750,False,9
1290,Snacks,Parle-G,385.79,27.65,86,279.12,500,False,3
1291,Fruits,Mango,142.45,45.29,173,77.93,250,False,9
1292,Fruits,Apple,92.84,32.15,77,62.99,100,False,5
1293,Beverages,Coke,113.95,31.88,185,77.62,100,False,3
1294,Dairy,Paneer,223.12,25.82,179,165.51,100,False,5
1295,Snacks,Parle-G,201.87,37.73,186,125.7,250,False,6
1296,Snacks,KurKure,380.72,24.54,61,287.29,100,False,1
1297,Snacks,Bingo,387.19,21.21,37,305.07,1000,False,8
1298,Dairy,Milk,93.12,5.69,125,87.82,750,False,7
1299,Fruits,Grapes,188.78,45.87,180,102.19,100,False,4
1300,Dairy,Milk,206.52,1.1,115,204.25,750,False,7
1301,Dairy,Cheese,205.75,5.27,71,194.91,100,False,8
1302,Dairy,Milk,346.51,19.72,181,278.18,750,False,5
1303,Dairy,Paneer,125.04,45.64,39,67.97,1000,False,5
1304,Dairy,Curd,132.12,0.41,163,131.58,250,False,9
1305,Snacks,Lays,60.15,21.39,19,47.28,500,False,8
1306,Beverages,Coffee,103.67,1.9,196,101.7,750,False,6
1307,Beverages,Juice,294.93,49.81,144,148.03,1000,False,2
1308,Dairy,Milk,322.14,25.95,162,238.54,1000,False,5
1309,Fruits,Grapes,487.75,9.83,27,439.8,500,False,9
1310,Snacks,Parle-G,492.85,36.78,53,311.58,100,False,7
1311,Snacks,Oreo,70.62,23.59,161,53.96,750,False,5
1312,Dairy,Butter,12.03,37.89,62,7.47,250,False,1
1313,Snacks,Oreo,39.23,41.84,167,22.82,1000,False,7
1314,Beverages,Tea,124.64,12.24,44,109.38,500,False,5
1315,Beverages,Juice,175.76,22.38,86,136.42,1000,False,6
1316,Fruits,Orange,175.38,35.31,113,113.45,250,False,2
1317,Vegetables,Potato,174.88,42.39,177,100.75,250,False,6
1318,Beverages,Juice,112.82,23.99,100,85.75,1000,False,9
1319,Dairy,Butter,381.69,46.65,187,203.63,250,False,8
1320,Fruits,Banana,120.6,12.18,52,105.91,1000,False,1
1321,Dairy,Milk,339.44,3.76,195,326.68,1000,False,6
1322,Dairy,Milk,468.21,26.63,140,343.53,1000,False,6
1323,Dairy,Butter,376.43,31.19,134,259.02,100,False,3
1324,Dairy,Curd,417.14,27.44,52,302.68,1000,False,9
